Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Age,Km_Per_Year,Model,Price_Lakhs
Mahindra,Coimbatore,2016,66296,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10,6629.6,XUV500 W10 AWD,15.96
Hyundai,Mumbai,2015,41000,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,11,3727.3,Xcent 1.2 Kappa AT SX Option,5.45
Ford,Kochi,2017,38681,Diesel,Manual,First,13.5,2198.0,157.7,7.0,9,4297.9,Endeavour 2.2 Trend MT 4X4,23.86
Chevrolet,Kochi,2008,43761,Petrol,Manual,First,18.0,995.0,62.0,5.0,18,2431.2,Spark 1.0 LT,1.75
Maruti Suzuki,Hyderabad,2017,17400,Diesel,Manual,First,24.52,1248.0,88.5,7.0,9,1933.3,Ertiga SHVS VDI,9.75
Honda,Bangalore,2013,61510,Diesel,Manual,First,25.8,1498.0,98.6,5.0,13,4731.5,Amaze S i-Dtech,4.75
Honda,Delhi,2014,60000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,12,5000.0,City i VTEC S,6.25
Mini,Bangalore,2014,35165,Diesel,Automatic,Second,23.8,1998.0,112.0,5.0,12,2930.4,Cooper Countryman D,22.0
Toyota,Kochi,2016,41617,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,10,4161.7,Corolla Altis 2008-2013 1.8 VL AT,14.14
Skoda,Delhi,2014,65000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,12,5416.7,Superb Elegance 1.8 TSI AT,11.95
Maruti Suzuki,Delhi,2011,68000,Petrol,Manual,First,18.9,998.0,67.1,5.0,15,4533.3,Wagon R LXI BS IV,2.5
Hyundai,Mumbai,2013,49000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,13,3769.2,i10 Era 1.1,2.75
Tata,Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199.0,84.0,5.0,7,2385.4,Tiago 1.2 Revotron XT Option,5.85
Maruti Suzuki,Ahmedabad,2016,30965,Petrol,Manual,First,21.4,1197.0,83.1,5.0,10,3096.5,Baleno Zeta 1.2,6.25
Volkswagen,Mumbai,2014,56058,Petrol,Manual,First,15.04,1598.0,103.2,5.0,12,4671.5,Vento 1.6 Highline,4.95
Hyundai,Pune,2017,15356,Petrol,Manual,First,18.9,1197.0,81.86,5.0,9,1706.2,Grand i10 1.2 Kappa Sportz Option,4.75
Ford,Delhi,2013,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,13,4153.8,Figo Diesel EXI,2.55
Honda,Pune,2011,47000,Petrol,Automatic,Second,13.9,1799.0,130.3,5.0,15,3133.3,Civic 2010-2013 1.8 V AT Sunroof,4.5
Maruti Suzuki,Kochi,2015,21652,Petrol,Manual,First,22.74,796.0,47.3,5.0,11,1968.4,Alto 800 LXI,3.01
Land Rover,Hyderabad,2016,52000,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,10,5200.0,Range Rover Evoque 2.0 TD4 HSE Dynamic,42.0
Audi,Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,16,2188.1,A6 2.7 TDI,11.5
Mercedes-Benz,Hyderabad,2006,76662,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,20,3833.1,E-Class 280 CDI,10.99
Honda,Jaipur,2009,89000,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,17,5235.3,City 1.5 V AT Exclusive,3.71
Honda,Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,20,4000.0,CR-V 2.4 4WD AT,2.0
Maruti Suzuki,Kochi,2018,39023,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8,4877.9,Ciaz 1.3 Alpha,9.48
Maruti Suzuki,Jaipur,2004,62000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,22,2818.2,Wagon R LXI,1.25
Hyundai,Jaipur,2015,78046,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11,7095.1,Creta 1.6 CRDi SX Option,10.9
Maruti Suzuki,Kolkata,2015,34400,Diesel,Manual,First,28.09,1248.0,88.5,5.0,11,3127.3,Ciaz VDi Plus SHVS,5.5
Hyundai,Coimbatore,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,10,6462.4,EON D Lite Plus,3.71
Maruti Suzuki,Mumbai,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,12,5766.0,Ertiga VXI,6.25
Volkswagen,Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,14,3928.6,Vento Diesel Highline,4.9
Honda,Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493.0,100.0,5.0,21,3857.1,City 1.5 GXI,1.1
Volkswagen,Kochi,2016,36733,Petrol,Manual,First,16.47,1198.0,73.9,5.0,10,3673.3,Polo Petrol Trendline 1.2L,4.72
Maruti Suzuki,Kochi,2017,24310,CNG,Manual,First,33.44,796.0,40.3,4.0,9,2701.1,Alto 800 2016-2019 CNG LXI,3.7
Mercedes-Benz,Mumbai,2016,43022,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,10,4302.2,GLA Class 200 CDI,24.85
Hyundai,Jaipur,2013,74000,Diesel,Manual,First,14.66,2199.0,194.3,7.0,13,5692.3,Santa Fe 4X2,12.25
Maruti Suzuki,Kolkata,2014,47000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,12,3916.7,Swift VDI,3.9
Hyundai,Kochi,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,9,4162.2,Elite i20 Sportz Plus,6.28
Mahindra,Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,15,8666.7,Xylo E8 BS IV,2.75
Hyundai,Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9,3508.4,Grand i10 Asta Option,7.85
Volkswagen,Mumbai,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,15,4400.0,Vento Petrol Highline,2.95
Honda,Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,18,4388.9,Accord 2.4 A/T,4.85
Mercedes-Benz,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,15,3142.7,S-Class S 350 d,30.0
Mercedes-Benz,Bangalore,2016,36610,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,10,3661.0,B Class B200 CDI,19.9
Hyundai,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,10,9300.0,Creta 1.6 SX Option Diesel,10.8
Maruti Suzuki,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,19,2747.1,Alto LXI,1.75
Audi,Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,10,2000.3,A3 35 TDI Premium,19.25
Renault,Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,13,5101.1,Duster 85PS Diesel RxL,5.5
Ford,Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,17,4470.6,Fiesta 1.4 ZXi TDCi ABS,2.75
Hyundai,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11,2636.4,Creta 1.6 SX Plus Diesel,13.0
Ford,Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,15,2000.0,Figo Diesel ZXI,3.2
Volkswagen,Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,13,4348.2,Polo Petrol Highline 1.6L,5.84
Volvo,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,11,3454.5,V40 D3 R Design,24.0
Hyundai,Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,14,2928.6,Verna SX CRDi AT,6.25
BMW,Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,17,3117.6,7 Series 2007-2012 730Ld,36.0
Mitsubishi,Chennai,2003,125000,Diesel,Manual,Third,14.8,1998.0,68.0,5.0,23,5434.8,Lancer GLXD,3.0
Toyota,Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,16,15125.0,Fortuner 3.0 Diesel,11.0
Maruti Suzuki,Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,11,8181.8,Ciaz VDi Plus,6.5
Maruti Suzuki,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8,1375.0,Vitara Brezza VDi Option,9.4
BMW,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,8,2742.0,3 Series Luxury Line,37.92
Volkswagen,Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,13,3153.8,Vento Petrol Highline AT,5.25
Hyundai,Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,15,3133.3,i20 1.2 Asta,4.5
BMW,Chennai,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,17,6470.6,X5 3.0d,18.0
Hyundai,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,11,4178.2,Xcent 1.2 Kappa S,5.56
Mercedes-Benz,Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,13,3692.3,E-Class 2009-2013 E250 CDI Blue Efficiency,22.0
Land Rover,Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,15,4533.3,Freelander 2 SE,22.0
Hyundai,Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,15,2733.3,i10 Magna,2.65
Hyundai,Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,13,5351.8,Verna 1.6 SX CRDi (O),5.85
Volkswagen,Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,14,8214.3,Jetta 2012-2014 2.0L TDI Highline,6.95
Mahindra,Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,14,3402.1,XUV500 W8 2WD,6.5
Maruti Suzuki,Jaipur,2004,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,22,3028.4,Omni 8 Seater BSII,0.85
Skoda,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,13,6153.8,Superb Style 1.8 TSI AT,7.25
Maruti Suzuki,Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,14,6776.3,Swift VDI,4.5
Mahindra,Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,16,4779.8,Scorpio 2.6 LX,4.25
Mercedes-Benz,Chennai,2016,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,10,2800.0,GLA Class 200 Sport Edition,26.0
Mahindra,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9,3177.7,Thar CRDe,9.66
Renault,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,13,3488.3,Duster 110PS Diesel RxZ,6.85
Audi,Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,13,6163.6,Q5 2008-2012 2.0 TDI,23.68
Land Rover,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,13,5230.8,Freelander 2 SE,15.75
Volkswagen,Pune,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,14,5357.1,Vento Diesel Comfortline,3.5
BMW,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,20,2400.0,5 Series 2003-2012 540i Sedan,6.99
Hyundai,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,7,5981.6,Elantra CRDi SX,15.57
Tata,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,11,7721.0,Sumo EX,5.29
Datsun,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,10,1500.0,redi-GO T,2.25
BMW,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,17,6470.6,X5 xDrive 30d,20.0
BMW,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,15,393.3,6 Series 630i Coupe,47.5
Maruti Suzuki,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,24,4318.9,Alto Vxi 1.1,1.22
Volkswagen,Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,14,4629.0,Polo Petrol Comfortline 1.2L,3.65
Datsun,Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,10,3500.0,GO Plus A,3.1
Hyundai,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,10,4000.0,Creta 1.6 VTVT S,11.5
Maruti Suzuki,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,11,2170.5,Alto K10 VXI,3.46
Hyundai,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,13,5223.2,Santa Fe 4X4,8.38
Volkswagen,Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,12,5738.8,Polo GT TDI,4.8
Honda,Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,12,5916.7,Amaze S i-Dtech,4.5
Maruti Suzuki,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,12,2083.3,Swift VDI,3.95
Skoda,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,14,12857.1,Rapid 1.6 TDI Ambition,3.65
Mercedes-Benz,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,21,6238.1,E-Class 280 CDI,10.0
Mahindra,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,15,4333.3,Scorpio SLE BSIV,4.0
Nissan,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,14,8412.6,Sunny 2011-2014 Diesel XL,4.75
Maruti Suzuki,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,17,3823.5,Swift Dzire VXi,3.1
Hyundai,Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,9,5210.8,EON Sportz,3.61
Honda,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,11,3335.9,Brio S MT,4.29
Nissan,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,15,2866.7,Micra XV Primo,2.13
Maruti Suzuki,Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,18,3000.0,Alto LXi BSII,1.1
BMW,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,15,5933.3,3 Series 320d,13.95
Volkswagen,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,12,583.3,Polo 1.2 MPI Highline,5.35
Maruti Suzuki,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,12,4872.5,Celerio LXI,3.9
Maruti Suzuki,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,12,3083.3,Wagon R VXI 1.2,2.8
Maruti Suzuki,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,10,2900.0,Ciaz ZDi Plus,8.75
Audi,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,13,4000.0,A4 2.0 TDI,19.5
Honda,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,13,2523.6,Brio S MT,2.75
Mahindra,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,13,6615.4,Scorpio VLX 2WD AT BSIV,8.0
Honda,Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,12,5541.7,City i DTEC V,5.7
BMW,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,14,6714.3,X1 sDrive20d,12.5
Chevrolet,Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,15,1933.3,Spark 1.0 LT,1.75
Ford,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,16,6711.8,Figo Diesel EXI,1.9
Maruti Suzuki,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,11,3281.8,Swift VXI BSIV,4.5
Mercedes-Benz,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,11,1484.5,New C-Class C 220 CDI Avantgarde,30.3
Skoda,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,12,3000.0,Octavia Elegance 2.0 TDI AT,16.0
BMW,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,9,4646.2,X3 xDrive20d xLine,32.78
Hyundai,Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,11,4970.9,EON Era Plus,2.5
Audi,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,9,1555.6,A4 35 TDI Technology,43.0
Ford,Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,9,2664.1,Figo 2015-2019 1.2P Titanium MT,5.38
Maruti Suzuki,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,13,2317.8,Alto K10 2010-2014 VXI,2.65
Maruti Suzuki,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,9,281.1,Alto 800 2016-2019 VXI,3.3
Mercedes-Benz,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,11,3545.5,New C-Class C 220 CDI Style,34.0
Hyundai,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,25,5600.0,Santro D Lite,0.7
Hyundai,Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,9,3584.1,Xcent 1.1 CRDi S,6.83
Honda,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,10,4698.3,Amaze S i-Dtech,5.77
Maruti Suzuki,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,18,5944.4,Swift Vdi BSIII,3.1
Volkswagen,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,9,2111.1,Polo 1.2 MPI Comfortline,4.95
Audi,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,13,6769.2,A4 2.0 TDI 177 Bhp Premium Plus,16.25
Land Rover,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,14,6027.4,Range Rover 3.6 TDV8 Vogue SE,52.54
Mahindra,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,15,8533.3,XUV500 W8 2WD,6.4
Ford,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,15,4733.3,Endeavour 2.5L 4X2,6.95
Tata,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,18,2777.8,Indica V2 DLX,0.85
Maruti Suzuki,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,10,1600.0,Baleno Alpha,6.95
Hyundai,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,9,9111.1,Xcent 1.1 CRDi Base,3.45
Honda,Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,18,4444.4,Civic 2006-2010 1.8 S MT,2.75
Hyundai,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,11,3272.7,i20 Sportz Option 1.2,4.95
Tata,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,8,2184.6,Nexon 1.2 Revotron XZ Plus,9.62
Hyundai,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,10,1672.5,i20 Sportz 1.2,6.79
Maruti Suzuki,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,12,4020.1,Swift Dzire ZXI,4.5
Maruti Suzuki,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,12,4369.2,Wagon R LXI,3.01
Hyundai,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,14,4857.1,i20 Sportz 1.4 CRDi,4.4
Toyota,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,14,11285.7,Fortuner 4x2 AT,17.49
Hyundai,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,12,2620.5,i10 Sportz,4.66
Hyundai,Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,11,2272.7,Grand i10 Asta,5.5
Hyundai,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,10,5700.0,i20 Asta 1.2,6.0
Maruti Suzuki,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8,7134.8,Vitara Brezza ZDi Plus,10.19
Honda,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,10,4747.1,Amaze S i-Dtech,5.25
Mercedes-Benz,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,12,4166.7,M-Class ML 250 CDI,45.0
Hyundai,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,16,3875.0,i20 Sportz Diesel,2.7
Hyundai,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,13,5062.1,i10 Era,3.39
Maruti Suzuki,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,12,6814.0,Swift Dzire VDI,5.69
BMW,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,8,1244.0,Z4 2009-2013 Roadster 2.5i,58.54
Maruti Suzuki,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,9,2666.7,Baleno Alpha Diesel,8.4
Chevrolet,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,14,5208.6,Beat Diesel,2.5
Honda,Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,14,4214.3,Brio V MT,3.25
Ford,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,12,2750.0,Figo Diesel Titanium,3.25
Maruti Suzuki,Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,10,3678.9,Celerio VXI AT,4.25
Mercedes-Benz,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,12,3416.7,New C-Class C 220 CDI Elegance AT,18.5
Honda,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,11,4240.9,Brio S MT,4.25
Maruti Suzuki,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8,375.0,Baleno Alpha CVT,8.85
Hyundai,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,12,1233.2,EON Sportz,4.14
Hyundai,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,11,6229.5,i20 1.4 CRDi Sportz,7.0
Ford,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,8,1875.0,Endeavour 3.2 Titanium AT 4X4,33.0
Honda,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,9,3222.2,City i-VTEC VX,10.0
Maruti Suzuki,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,14,5529.1,SX4 ZDI,3.53
Chevrolet,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,19,6210.5,Optra Magnum 1.6 LS Petrol,1.35
Volkswagen,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,13,5769.2,Vento Diesel Highline,4.5
Honda,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,14,4928.6,City V MT,4.9
Hyundai,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,10,5255.3,Creta 1.6 CRDi SX Option,12.26
Hyundai,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,12,4833.3,Xcent 1.1 CRDi SX,3.99
Mercedes-Benz,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,9,2666.7,GLC 220d 4MATIC Style,46.95
Ford,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,11,5958.4,Figo Diesel EXI,3.8
Volkswagen,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,13,5231.4,Jetta 2007-2011 2.0 TDI Trendline,6.75
Mahindra,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,9,2472.3,TUV 300 2015-2019 T8,8.75
Ford,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,13,4230.8,Ecosport 1.5 Ti VCT MT Titanium,5.2
Hyundai,Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,9,2154.1,Verna 1.6 SX VTVT (O),8.42
Maruti Suzuki,Pune,2014,58000,CNG,Manual,First,26.6,998.0,58.16,5.0,12,4833.3,Wagon R LXI CNG,3.0
Hyundai,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,10,2400.1,i20 Sportz 1.2,5.75
Audi,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,18,944.4,A4 New 2.0 TDI Multitronic,9.75
Nissan,Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,11,2590.9,Micra Active XV S,3.5
Mercedes-Benz,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,12,5500.0,M-Class ML 250 CDI,30.0
Land Rover,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,9,2444.4,Discovery Sport TD4 S,35.0
Hyundai,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,8,5547.9,Creta 1.6 SX Option Executive,13.25
Skoda,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,13,3461.5,Rapid 1.6 TDI Active,3.65
Maruti Suzuki,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,11,5272.7,Swift Dzire VDI,5.25
Hyundai,Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,10,6900.0,Creta 1.6 SX,9.7
Hyundai,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,9,6777.0,Grand i10 CRDi Sportz,5.21
Mahindra,Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,10,6700.0,TUV 300 T8,6.3
Hyundai,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,12,4261.2,Grand i10 CRDi Sportz,4.72
BMW,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,15,3666.7,X5 xDrive 30d,28.0
Maruti Suzuki,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8,3135.2,Dzire AMT VDI,8.37
Toyota,Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14,4882.1,Fortuner 4x4 MT,14.0
